food_name,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,2.71,8.36,0.94,1.28,0.92,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Maize porridge,89.57,2.14,15.64,1.89,1.68,7.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,3.36,13.59,4.39,2.07,11.5,True,True,True,True,True,False,True,True,True,True,inferred_from_dish_name_keywords
Split bengal gram burfi/fudge (Channa dal burfi),287.36,4.65,54.63,7.09,2.06,43.38,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,4.29,39.64,3.42,2.56,30.66,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pearl millet mathri (Bajra mathri),785.08,1.82,7.42,83.12,1.36,0.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sesame biscuit (Til ke biscuit),424.03,8.27,53.65,19.34,6.83,29.73,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,4.05,8.68,67.19,2.65,0.35,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Poshtik namak paras,613.39,6.49,19.52,56.58,4.55,0.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Soya chikki,423.7,7.18,62.89,15.51,3.55,45.47,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Besan bathua chilla/cheela,373.82,11.48,40.65,18.57,7.79,1.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,9.46,44.31,19.19,7.3,15.94,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gram flour and semolina dhokla (Besan suji dhokla),198.91,8.52,25.92,7.1,4.59,2.58,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Atta dal burfi ,298.8,6.66,40.64,12.47,4.08,21.08,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Soya roti,283.96,9.18,40.03,9.23,8.71,1.58,True,True,False,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Poshtik khichdi/khichri,93.37,3.04,15.64,1.88,2.0,0.26,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Namkeen daliya,295.11,8.29,49.32,7.99,8.57,0.82,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sprouts upma ,316.25,9.5,44.96,10.44,7.16,1.67,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina idli (Suji/Rava idli),206.39,9.34,33.67,3.47,5.85,3.42,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Poshtik chilla/cheela,159.53,4.85,27.47,3.04,4.91,1.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stuffed bittergourd (dry) (Bharwa karela),217.65,1.29,2.49,22.38,3.0,0.07,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cauliflower potato canjee,16.79,0.57,2.63,0.39,0.69,0.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Creamed spinach,96.91,5.18,4.44,6.39,1.33,1.59,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.35,1.93,9.18,2.8,0.23,9.11,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.49,1.93,9.33,2.75,0.42,9.2,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.82,1.95,9.15,2.75,0.16,9.0,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Woodapple juice (Bel ka sharbat),34.18,0.63,6.51,0.7,1.03,5.75,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sattu drink,23.38,0.56,5.16,0.14,0.4,3.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,0.15,30.74,0.29,1.13,29.18,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Thandai,101.18,3.59,9.13,5.89,0.8,8.21,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Cucumber sharbat (Kheere ka sharbat),27.28,0.26,6.64,0.06,0.78,5.46,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple oats chia seed smoothie,85.64,3.49,13.07,2.48,1.44,5.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Nannari sharbat,88.79,0.01,23.62,0.01,0.0,23.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina milk drink (Thari kanji),44.16,0.98,6.93,1.36,0.72,3.88,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Saffron milk (Kesariya doodh),102.18,3.17,12.64,4.57,0.14,12.5,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Black rice kheer (Chak-hao kheer),147.94,4.37,22.93,4.91,0.76,12.57,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coconut kheer (Nariyal ki kheer),162.61,3.4,14.42,10.55,1.53,13.73,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple sago payasam (Seb aur sabudana ki kheer),136.5,3.13,14.4,7.66,0.38,10.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kesari bath,244.57,2.4,31.38,12.59,1.65,20.16,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Putharekulu,318.3,3.66,59.61,7.55,1.75,23.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango malpua,334.64,1.65,12.84,30.67,2.08,4.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango vanilla custard,147.63,3.43,18.41,7.04,0.99,14.62,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kiwi granola pudding,280.99,5.6,32.33,15.36,3.71,15.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Oats burfi,425.19,8.89,62.47,17.27,4.96,32.93,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lotus seed halwa (Kamal gattay ka halwa),370.55,7.79,39.56,20.69,0.42,9.8,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Amaranth ladoo (Rajgira ladoo),454.15,10.12,51.33,22.7,5.11,19.92,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chhena poda,344.57,13.68,33.64,17.94,1.4,30.65,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet couscous dessert,196.2,3.81,29.69,7.69,2.18,15.89,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweetened yogurt (Shrikhand),107.18,5.27,16.02,2.89,0.08,15.81,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Thickened sweetened milk (Rabri),102.79,3.52,10.55,5.35,0.19,10.09,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gram flour halwa (Besan halwa),276.79,5.88,25.78,17.3,1.82,15.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Prawn sandwich,169.65,10.36,11.89,9.27,1.55,1.21,False,False,True,True,True,True,True,True,True,False,inferred_from_dish_name_keywords
Watercress sandwich,229.42,5.17,28.03,11.47,2.26,1.81,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fish sandwich ,150.2,4.72,10.09,10.37,1.23,1.04,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Kidney bean sandwich with cottage cheese,176.64,9.85,18.86,6.84,3.66,3.69,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Finger millet biscuit (Ragi biscuit),458.56,4.03,52.69,25.79,5.97,16.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Buttermilk biscuit,322.54,5.76,34.93,17.5,1.18,3.44,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon cookies,394.48,5.63,42.19,23.02,0.78,23.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet potato biscuit (Shakarkand ke biscuit),296.4,5.14,38.13,13.31,2.27,2.53,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Raspberry shortbread cookies,441.12,3.0,61.25,21.25,0.75,40.86,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pumpkin cookies ,218.4,2.51,44.69,3.93,1.06,31.62,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Greenpea cookies,159.42,6.53,23.07,4.24,5.32,14.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sunflower cookies,520.62,9.49,40.06,36.28,3.95,24.28,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cardamom cookies (Elaichi cookies),400.49,5.1,53.99,19.12,2.79,38.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hazelnut cookies,493.32,6.25,39.44,34.97,2.45,22.01,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Milk cookies,459.43,10.49,48.43,24.96,0.99,22.06,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cranberry cookies,272.48,3.92,36.39,12.66,1.13,19.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Olive biscuit,438.29,3.2,55.01,23.75,0.82,32.27,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tutti fruitti biscuit,420.78,5.21,53.12,17.9,5.43,15.75,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Peach blueberry preserves,177.38,0.53,45.76,0.2,1.14,45.33,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pear preserves (Naashpati ka murabba),101.24,0.25,25.67,0.19,3.06,25.19,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Starfruit preserves ,128.93,0.24,33.62,0.12,0.78,33.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gooseberry pickle (Amla ka achaar),278.58,1.55,7.61,27.61,3.7,0.36,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lotus stem pickle (Kamal kakdi ka achar),102.69,1.44,20.07,1.6,8.58,2.53,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Date pickle (Khajoor ka achaar),182.29,1.68,34.66,4.21,5.2,30.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Garlic pickle (Lahasun ka achar),413.62,3.72,9.75,39.88,5.13,2.32,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fermented bamboo shoot pickle (Mesu pickle),59.83,1.58,1.73,5.59,2.24,0.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet peach pickle (Aadoo ka achaar),144.64,0.46,37.01,0.2,1.32,36.46,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pickled mustard greens ,13.12,1.51,1.05,0.22,1.7,0.02,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Small onion pickle ,16.86,1.65,2.76,0.64,1.09,2.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green tomato pickle (Haray tamatar ka achaar),193.26,1.23,2.87,19.67,1.74,0.77,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pickled cabbage ,13.69,0.39,2.56,0.14,0.61,2.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Coconut pickle (Nariyal ka aachar),517.26,3.02,11.53,51.71,6.35,8.98,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato pickle (Aloo ka achaar),369.14,2.07,7.87,36.46,2.21,0.82,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango murabba candy,293.35,0.27,77.32,0.05,0.95,74.73,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Afghani chicken,151.51,15.66,1.95,9.07,0.31,0.83,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Fish orly,563.7,5.87,4.27,58.18,0.33,0.24,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Hariyali Fish Tikka,150.24,14.01,2.21,9.41,0.99,0.83,False,False,True,True,True,True,True,True,False,True,inferred_from_dish_name_keywords
Chicken manchurian,142.34,9.53,6.06,11.96,0.41,0.9,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Handi chicken,166.02,12.32,1.49,12.46,0.67,0.75,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon chicken,169.79,20.2,0.55,9.66,0.16,0.16,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon butter fish,160.25,16.38,0.75,10.26,0.36,0.23,False,False,True,False,True,True,True,True,False,True,inferred_from_dish_name_keywords
Baked eggs in tomato sauce,80.05,4.92,3.78,5.22,0.01,2.03,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Egg in a pepper,128.78,12.64,0.17,8.68,0.17,0.05,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,13.28,0.59,11.51,0.39,0.1,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Corn omelette/omlet,166.93,11.37,1.57,12.89,0.02,0.41,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Cajun chicken,184.94,12.69,1.94,13.99,0.89,1.1,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paaner do pyaza,127.7,4.22,3.41,10.87,0.84,2.2,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cabbage manchurian (Pattagobhi manchurian),224.26,0.64,4.85,22.48,0.37,0.33,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gobi 65,278.29,0.56,3.59,29.11,0.57,0.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paneer lababdar,105.48,3.98,3.37,8.46,1.16,1.96,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Roasted cauliflower steak,78.68,2.05,2.02,6.7,3.53,0.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sauteed radishes with green beans,94.32,2.41,6.04,6.61,3.52,1.78,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,3.34,20.44,17.55,5.15,13.36,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Schezwan chutney,205.19,3.33,10.79,17.72,5.72,5.66,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,2.97,13.52,8.38,4.6,6.8,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dates chutney (Khajoor ki chutney),103.57,1.07,21.69,1.12,3.41,18.68,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken salad,338.19,15.33,1.3,30.26,2.0,0.96,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Macaroni salad,262.19,5.02,21.63,17.78,0.56,3.73,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cabbage raita (Pattagobhi raita),84.84,3.24,5.25,5.76,0.93,4.21,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pomegranate raita (Anaar ka raita),72.64,4.05,7.15,3.24,0.6,7.01,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Onion raita (Pyaaz ka raita),71.56,4.86,7.86,2.43,0.65,7.07,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green chilli raita (Hari mirch ka raita),77.13,5.58,7.66,2.92,0.26,7.49,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kale salad,177.71,4.86,5.01,15.33,1.36,3.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach and paneer souffle ,186.19,7.56,9.64,13.49,1.07,2.81,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Masala souffle ,123.51,6.38,8.02,7.37,1.24,1.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chicken and cheese souffle,182.35,9.07,3.47,14.74,0.26,2.46,False,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,0.88,25.07,0.48,1.65,22.85,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pav bhaji masala,230.47,9.13,29.15,10.96,24.3,1.48,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green chutney,79.42,5.42,10.01,1.6,5.84,0.92,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,2.72,22.41,10.1,1.82,1.03,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gram flour chilla/cheela (Besan chilla/cheela),135.93,7.8,21.03,2.85,4.25,1.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable namkeen jave,112.23,2.93,18.98,2.51,2.86,1.04,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Khakhra,178.5,4.78,27.66,5.32,5.43,0.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Moong bean dosa (Pesarattu),285.96,12.32,31.91,11.67,6.04,2.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Methi thepla,346.16,8.98,41.34,15.95,7.56,2.98,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rice puttu (Ari puttu),81.98,1.26,11.82,3.13,0.76,0.33,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Buckwheat pancake (Khura),263.3,2.91,27.28,16.43,0.56,0.64,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Quinoa khichdi/khichri,64.01,3.18,8.83,1.59,2.58,0.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Khakhra chaat,358.66,4.52,16.64,30.65,3.04,3.26,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana appam,469.81,1.17,20.06,42.53,0.67,9.95,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Veg manchurian,585.64,0.89,6.82,61.65,1.16,0.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pav bhaji,96.53,2.66,11.99,4.32,1.98,2.06,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rice murukku,593.99,5.41,33.29,48.22,2.18,0.17,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bhel puri ,509.89,3.52,16.47,47.91,2.24,3.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina dhokla (Suji/Rava dhokla),194.91,5.44,30.86,5.2,5.12,1.85,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spicy corn chaat ,479.8,4.61,11.45,46.55,2.17,0.95,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,2.34,24.0,54.41,1.5,11.48,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Banana chips (Kele ke chips),665.67,0.37,7.32,70.46,0.65,4.37,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Wheat cake,314.63,4.79,41.13,14.95,2.76,25.79,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango cheesecake,152.46,2.39,20.06,7.3,1.14,15.36,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Carrot cake (Gajar ka cake),255.59,5.6,35.98,10.27,2.93,23.96,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Semolina cake (Suji/Rava cake),374.14,6.58,31.32,25.18,5.37,18.86,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Finger millet cake (Ragi cake),279.46,3.96,38.93,12.27,2.35,24.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Honey cake,333.59,3.08,49.04,14.7,0.51,33.43,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Almond cardamom cake (Badam elaichi cake),356.35,7.18,34.53,21.36,2.35,18.06,True,True,True,True,True,True,False,True,True,True,inferred_from_dish_name_keywords
Tutti frutti cake,347.72,4.49,52.94,12.68,0.85,28.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ham and Bean soup,96.04,10.61,4.18,4.15,0.54,1.43,False,False,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Whey soup,68.91,3.45,6.26,3.34,0.84,5.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bottle gourd soup (Ghiya/Lauki soup),23.05,0.45,1.16,1.79,0.96,0.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Baked potato soup,147.05,5.73,5.85,11.21,0.3,3.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pumpkin soup,40.05,0.47,2.08,3.2,1.19,1.47,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet corn soup,32.25,0.99,3.56,1.63,0.31,0.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Paneer soup,47.85,3.22,2.42,2.8,0.28,1.98,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Curried Cauliflower soup,37.32,6.72,3.12,9.77,2.34,1.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Millet soup,55.99,11.26,8.22,12.57,2.82,1.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon coriander soup,108.06,2.27,10.32,6.26,6.77,2.2,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Garlic soup,194.86,2.38,6.99,17.62,1.66,2.39,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dal makhani,74.04,3.32,7.96,3.06,2.27,0.8,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dalma,118.93,4.91,15.04,4.58,2.16,3.1,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Split bengal gram dal (Channa dal),99.67,4.15,9.99,4.62,3.72,0.98,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Horsegram dal (Kulthi dal) ,55.65,2.91,8.21,1.13,1.52,0.72,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Panchmel dal,111.22,4.63,10.71,5.36,3.2,0.75,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dal dhokli,68.74,2.96,8.55,2.47,1.86,1.12,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gujarati handvo ,207.09,8.24,31.86,4.8,4.95,2.51,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sev (Omapodi/Karapusa),609.14,5.12,12.87,60.08,2.35,0.53,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Papdi,708.96,1.83,12.89,72.11,0.56,0.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jowar dosa,294.35,8.5,40.53,10.28,5.56,0.59,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bread roll,435.46,2.85,16.12,40.25,1.45,0.94,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Soya seekh kebab,115.05,5.4,10.0,5.88,2.24,0.51,True,True,True,True,True,True,True,False,True,True,inferred_from_dish_name_keywords
Classic seasoned black beans,28.78,8.01,7.66,8.28,3.51,0.44,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Maa chaane ki dal,344.67,19.8,43.11,9.5,13.45,1.05,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,4.45,13.92,2.01,2.84,2.65,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
White sauce (thin),115.17,3.31,6.58,8.41,0.07,4.58,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
White sauce (medium),151.27,3.36,7.98,11.76,0.14,4.32,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
White sauce (thick),209.69,3.43,10.24,17.19,0.24,3.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cheese sauce,194.76,7.68,7.08,15.12,0.12,4.53,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Egg sauce,146.85,5.97,5.88,11.08,0.12,3.19,True,False,True,True,False,True,True,True,True,True,inferred_from_dish_name_keywords
Mushroom sauce,137.56,3.39,7.31,10.51,0.47,3.86,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mustard sauce,158.58,3.98,8.29,12.17,0.13,4.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Brown sauce,109.18,11.92,5.38,23.67,1.69,0.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Classic italian pasta,42.12,0.57,4.4,2.45,1.36,2.94,True,False,False,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pasta spinach sauce,85.46,1.76,1.76,7.9,0.86,1.04,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pasta cheese sauce,149.26,4.33,9.0,10.84,0.14,4.22,True,False,False,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mayonnaise,774.86,1.86,1.65,84.52,0.11,1.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Low calorie quick mayonnaise,242.89,1.41,4.71,24.35,0.06,0.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Thousand island dressing,407.87,1.37,4.49,42.87,0.46,3.1,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Curd dip,79.95,5.04,7.95,3.36,0.1,7.12,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Short crust pastry,422.1,6.11,44.72,23.98,1.58,3.18,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Choux pastry,222.37,5.55,16.2,14.96,0.56,1.5,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Flaky pastry,443.94,4.69,33.61,31.99,1.25,0.81,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sponge cake ,253.77,9.18,44.63,4.74,0.69,26.33,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
