food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method,calories_per_g_original
Cream of potato soup,1.6541,0.081,0.0614,0.1205,0.0151,0.0124,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.602
Almond soup (Badam ka soup),1.7944,0.1013,0.0368,0.138,0.0091,0.0194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7865
Cold cucumber cream soup ,0.1146,0.0034,0.0176,0.0034,0.0073,0.0051,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1188
Cold tomato soup,0.1684,0.0011,0.0059,0.0156,0.0016,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.169
Chicken stew,1.2671,0.0719,0.0444,0.0891,0.0182,0.0143,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2755
Veg paneer stew,1.4449,0.0698,0.1022,0.0841,0.0308,0.0485,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4555
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),1.8839,0.0437,0.2637,0.0727,0.0516,0.0271,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9127
Methi parantha/paratha,1.449,0.0427,0.2219,0.0434,0.0509,0.0244,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4836
Bathua poori,5.9706,0.0235,0.1385,0.5914,0.0187,0.0041,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.9879
Gram flour poori (Besan poori),6.9767,0.0259,0.1093,0.7151,0.0194,0.0035,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.9766
Beetroot poori (Chukandar ki poori),5.2642,0.0191,0.1229,0.5218,0.014,0.0054,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.2766
Peas poori (Matar ki poori),5.9105,0.0304,0.1492,0.5769,0.0225,0.0048,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.9283
Peas kachori (Matar kachori),5.8343,0.0321,0.1325,0.5751,0.0203,0.005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.8468
Pizza,1.4564,0.0685,0.0994,0.0872,0.0171,0.0138,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4677
Bacon and mushroom pancake,1.5656,0.0682,0.0847,0.106,0.0159,0.0123,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5767
Cheese and tomato pancake,1.4676,0.0515,0.1066,0.0928,0.0106,0.0348,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4739
Minced meat pancake (with chicken),1.7508,0.1201,0.0818,0.1048,0.007,0.0129,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1604
Eggplant/Brinjal rice (Vangi bhat),1.8111,0.0528,0.3174,0.0367,0.0444,0.0436,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.848
Kashmiri 'tahar',0.9657,0.0195,0.1911,0.0137,0.0098,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9821
Cumin pulao (Jeera/Zeera pulao),1.3312,0.0247,0.2361,0.032,0.014,0.0064,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3524
Peas pulao (Matar pulao),1.0634,0.0389,0.1842,0.019,0.0321,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0887
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),1.1398,0.036,0.1972,0.023,0.0316,0.0159,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1653
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),1.2318,0.0344,0.2155,0.0258,0.0269,0.0199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2551
Mutton pulao,1.6814,0.0652,0.1126,0.1078,0.0165,0.01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3077
Chicken pulao,1.4528,0.0607,0.1117,0.0848,0.0164,0.0099,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0824
Mexican rice,1.1924,0.0462,0.1421,0.0488,0.0164,0.0144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2057
Plain khitchdi (Plain khichri/khichdi),0.5613,0.0172,0.1004,0.0101,0.0085,0.0012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5703
Instant idli (with semolina),2.4273,0.0916,0.434,0.0361,0.0713,0.0335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4729
Plain dosa,3.7355,0.1034,0.6408,0.0843,0.0523,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8091
Masala dosa mixed vegetable fillings,1.4078,0.0484,0.2302,0.0326,0.0431,0.0153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4453
Masala dosa paneer fillings,2.3984,0.1031,0.2976,0.0884,0.0311,0.0481,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4312
Uttapam,2.5111,0.0618,0.3628,0.0903,0.044,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5595
Appam,2.6927,0.0312,0.1328,0.2263,0.0619,0.0416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.677
Beans and macaroni,1.3837,0.0458,0.1424,0.0701,0.0205,0.0168,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3608
Spaghetti bolognese,1.6315,0.0935,0.1004,0.0951,0.0108,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9743
Meat and macaroni casserole,1.9261,0.0915,0.1612,0.1017,0.0119,0.01,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6155
Spaghetti with meat balls and tomato sauce,1.6004,0.0561,0.1046,0.1064,0.0111,0.0187,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5813
Spaghetti with paneer balls and tomato sauce,1.6064,0.0395,0.1272,0.1044,0.0125,0.0303,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5854
Lasagne with meat sauce,0.6399,0.029,0.0538,0.0343,0.0047,0.0104,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6338
Lasagne with vegetables,0.4988,0.0171,0.059,0.0216,0.0066,0.0137,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4923
Home made egg noodles,2.3721,0.0655,0.4292,0.0437,0.016,0.0103,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4084
Sour lentils (Khatti dal),0.3412,0.0222,0.0604,0.0012,0.0122,0.0125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3479
Urad special dehusked,0.6753,0.0314,0.0886,0.0217,0.025,0.0132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6943
Arhar with spinach (Arhar dal aur palak),0.5212,0.0205,0.0477,0.0276,0.013,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5284
Moong dal with vadi,0.2405,0.004,0.01,0.0205,0.0039,0.0045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2408
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),0.2592,0.0113,0.0337,0.0088,0.016,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2674
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),0.2367,0.0111,0.0285,0.0087,0.0154,0.0044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2441
Green gram whole with baghar (Sabut moong dal with tadka),0.6244,0.0323,0.068,0.0248,0.0302,0.0015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6343
Urad sabut special,0.7858,0.0233,0.0503,0.0546,0.0215,0.0086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7939
Kabuli channa curry,0.6974,0.0292,0.0763,0.0306,0.0112,0.0124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6857
Besan gatte curry,1.9252,0.0775,0.1626,0.1072,0.0325,0.045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8938
Dry masala chops,1.3538,0.0908,0.033,0.0954,0.0086,0.0227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3507
Mutton korma,1.1534,0.0709,0.0253,0.0854,0.0078,0.0164,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1564
Shahi keema kofta curry,4.1795,0.0414,0.0173,0.4383,0.0091,0.0078,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1813
Minced meat ball curry,1.0937,0.0682,0.0286,0.0785,0.0149,0.0127,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0979
Boti kebab,1.3255,0.0922,0.0306,0.0927,0.0076,0.0209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3286
Mutton seekh kebab,1.3331,0.1125,0.0311,0.0843,0.0188,0.014,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3394
Indian lamb and egg curry (Nargisi kofta),3.3594,0.0384,0.0207,0.347,0.006,0.0075,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3575
Soya chunks sweet and sour (Nutrinugget sweet and sour),5.2839,0.0285,0.0327,0.5599,0.0086,0.011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,5.0094
Soya chunks korma (Nutrinugget korma),1.3162,0.0386,0.0767,0.095,0.0257,0.0466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3143
Mushroom matar,0.6947,0.0279,0.0533,0.0411,0.0313,0.0139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7077
Soya chunks and peas (Nutrinugget matar),0.8139,0.0303,0.0582,0.0511,0.0286,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8262
Vegetable yakhni,4.0668,0.0118,0.0194,0.438,0.0061,0.0144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0606
Spinach mushroom (Palak mushroom),0.462,0.0194,0.0295,0.0296,0.0227,0.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4763
Vegetarian nargisi kofta curry,3.3194,0.0229,0.0658,0.3294,0.0086,0.0165,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3215
Roast chicken,1.999,0.2049,0.001,0.1306,0.0003,0.0005,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.999
Shahi chicken masala,1.6374,0.0982,0.0407,0.1202,0.0096,0.0286,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.637
Tomato chicken,1.1119,0.1057,0.0213,0.0671,0.0142,0.0093,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1168
Creamy chicken,1.5273,0.1352,0.0313,0.0957,0.0069,0.0211,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5287
Broccoli chicken ala king,1.2137,0.0797,0.0534,0.0757,0.0192,0.0249,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1956
Ginger chicken,1.2952,0.0824,0.056,0.0824,0.0121,0.0195,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2917
Chicken sweet and sour,4.6667,0.0692,0.0267,0.4759,0.0058,0.0089,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4509
Chicken korma,1.4807,0.0983,0.0543,0.0967,0.0182,0.0332,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4796
Bengal fish curry (Bengali machli curry),1.0999,0.0726,0.0442,0.0703,0.0193,0.0239,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.0943
Fish finger,5.429,0.0566,0.0447,0.5582,0.0034,0.0017,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,5.429
Fish in coconut milk (Nariyal ke doodh ke saath machli),0.8543,0.0866,0.0273,0.0443,0.0152,0.0155,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,0.8621
Prawn curry (with coconut) (Jhinga curry),1.0893,0.0854,0.031,0.0693,0.0156,0.0203,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,inferred_from_dish_name_keywords,1.0955
Baked stuffed fish,1.2191,0.1614,0.0212,0.0543,0.0038,0.0035,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.2196
Fish pie,1.1989,0.0925,0.0774,0.0577,0.0076,0.0113,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.209
Crispy baked fish,1.3985,0.1095,0.0959,0.0641,0.0121,0.0153,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.384
Fish souffle,1.3955,0.1051,0.0514,0.0855,0.0019,0.0209,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.3971
Potato curry (Aloo ki sabzi),0.8799,0.0152,0.1042,0.0447,0.0242,0.0158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8956
Egg curry (Anda curry),1.1693,0.0538,0.0403,0.0881,0.0209,0.019,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1752
Vegetable curry with coconut ,0.8178,0.0277,0.0719,0.0466,0.0335,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8307
Curd with potatoes (Dahi aloo),0.5932,0.0156,0.0715,0.0272,0.0119,0.0182,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.599
Potato kofta curry (Aloo kofta curry),4.5508,0.0056,0.0278,0.4908,0.0056,0.0063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.554
Yam kofta curry (Zimikand/Suran kofta curry),3.224,0.0071,0.0375,0.3384,0.0104,0.0063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2288
Jackfruit kofta curry (Kathal ka kofta curry),3.2035,0.008,0.0317,0.3383,0.0096,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2108
Spinach and potato (Palak aloo),0.5554,0.0163,0.0591,0.0282,0.0204,0.0093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5717
Mooli bhujia,0.9097,0.0169,0.0474,0.0725,0.0236,0.0107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.912
Bathua bhujia,0.8917,0.0226,0.0363,0.0729,0.038,0.0108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.909
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),1.4144,0.0821,0.0609,0.0936,0.0184,0.0126,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4248
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),1.2469,0.0576,0.0703,0.0817,0.0235,0.0381,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2463
Dry arbi (Sookhi arbi),1.3365,0.0212,0.1111,0.0897,0.0247,0.0155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3495
Masala arbi,1.8378,0.0301,0.1616,0.119,0.031,0.0081,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8538
Peas brinjal bhartha (Matar baingan bhartha),0.8273,0.0205,0.0502,0.0605,0.0363,0.0157,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8455
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),1.0875,0.0183,0.045,0.0927,0.0357,0.0142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1081
Crispy okra/Crispy lady's fingers (Karare bhindi),6.5864,0.0191,0.0435,0.704,0.0175,0.0026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.5776
Beans foogath,1.0414,0.0203,0.0326,0.0922,0.0415,0.017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0506
Stuffed bittergourd (wet) (Bharwa karele),1.6132,0.0136,0.0468,0.1524,0.0286,0.0195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6236
Jackfruit/Kathal (dry),4.8798,0.0093,0.0456,0.5178,0.0133,0.0355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.8897
Yam fried (Zimikand/Suran fried),4.9115,0.0079,0.0547,0.5179,0.0144,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.9176
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",0.9378,0.0275,0.0823,0.0554,0.0326,0.0147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9567
Vegetable jalfrezi,0.6674,0.014,0.0543,0.0438,0.0297,0.0179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6848
Vegetables stir fry ,0.3015,0.0104,0.0319,0.0147,0.0137,0.0086,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3078
Broccoli delight,0.4164,0.0249,0.0234,0.0248,0.0283,0.0108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.407
Dhansak (vegetarian),0.8002,0.0332,0.0728,0.0418,0.0417,0.0091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.828
Cauliflower basket,0.8964,0.0521,0.0397,0.0588,0.024,0.0147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9095
Stuffed bottle gourd (Stuffed ghiya/lauki),0.93,0.0584,0.0436,0.058,0.0118,0.0152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9319
Ducheese potato,1.3925,0.036,0.1094,0.0901,0.0129,0.0029,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4054
Roast potatoes ,0.8535,0.0153,0.1452,0.0235,0.0171,0.0033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8732
Stuffed baked potatoes ,0.9891,0.0382,0.1103,0.0439,0.0131,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.002
Potato nests,1.0997,0.0571,0.1105,0.0477,0.0249,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1162
Parsley potato,1.1772,0.0149,0.1381,0.0628,0.0159,0.0034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1951
Creamed spinach and mushroom,4.1906,0.0228,0.0317,0.4414,0.0102,0.0117,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1962
Fricassee of Mushroom,1.0679,0.0365,0.0813,0.0663,0.0123,0.0251,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0666
Cauliflower au gratin,1.4612,0.0445,0.0913,0.102,0.0144,0.0301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.459
Vegetable and cheese pie,1.2568,0.0403,0.0876,0.0828,0.0191,0.0269,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2688
Spinach souffle ,1.492,0.0736,0.0627,0.1052,0.0144,0.0089,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5018
Beetroot and egg salad (Chukandar aur ande ka salad),0.8509,0.0336,0.034,0.0645,0.0055,0.0197,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8492
Sour cream potato salad,1.2093,0.0289,0.0905,0.0813,0.0121,0.0084,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.219
